Business Name,Phone Number,Address,Rating,Reviews Count,Google Maps Link,Business Type,Location
luxphillhomes&property,0812 778 3315,"30 adeshina street, of ayonuga , fadeyi, Yaba, Lagos",N/A,N/A,"https://www.google.com/maps/place/luxphillhomes%26property/@6.5366187,3.3831397,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d8931e5a941:0x962937790d0fff17!8m2!3d6.5366187!4d3.3831397!16s%2Fg%2F11nfvfxrh3",real estate agents,"Yaba, Lagos"
karis Realtors,0814 837 0637,"1b Akin Osiyemi St, off allen avenue, Allen, Ikeja 101233, Lagos",4.9,18,"https://www.google.com/maps/place/karis+Realtors/@6.6020607,3.3522972,17z/data=!3m1!4b1!4m6!3m5!1s0x103b92311d201f4b:0x1e837f104ec187e9!8m2!3d6.6020607!4d3.3522972!16s%2Fg%2F11l73yzlw2",real estate agents,"Ikeja, Lagos"
Sunshine properties,0807 266 1870,"Salvation bus stop, 52 Ajanaku St, Opebi, Ikeja 100281, Lagos",5.0,15,"https://www.google.com/maps/place/Sunshine+properties/@6.5849376,3.3660841,17z/data=!3m1!4b1!4m6!3m5!1s0x103bedfdc38081f1:0x69cf53546a63a0a2!8m2!3d6.5849376!4d3.3660841!16s%2Fg%2F11k9f3g5yx",real estate agents,"Ikeja, Lagos"
"Properties, Lands and Houses by Tabernacle Consulting Ltd",0707 195 8762,"1 Francis Aghedo close, Ikeja, Lagos 102109, Lagos",4.9,16,"https://www.google.com/maps/place/Properties,+Lands+and+Houses+by+Tabernacle+Consulting+Ltd/@6.641479,3.3705314,17z/data=!3m1!4b1!4m6!3m5!1s0x103b93c30f649e7d:0x1ac09a5417f96799!8m2!3d6.641479!4d3.3705314!16s%2Fg%2F11ycdkk04m",real estate agents,"Ikeja, Lagos"
6 Obafemi Awolowo Rd,N/A,N/A,N/A,N/A,"https://www.google.com/maps/place/6+Obafemi+Awolowo+Rd,+Ikeja,+101233,+Lagos/@6.593527,3.3388598,17z/data=!4m14!1m7!3m6!1s0x103b93a528d8ecdf:0x5d51c82e4f5a0023!2sRealtor+Femi+Adodo+@+Homeway+ltd!8m2!3d6.593527!4d3.3388598!16s%2Fg%2F11q_56897t!3m5!1s0x103b9189be8a8785:0x944311725a22d64f!8m2!3d6.5954354!4d3.3373865!16s%2Fg%2F11dfh3k1jz",real estate agents,"Ikeja, Lagos"
HyeGate Realtors,0703 713 5656,"29, Awolowo Glass House, Obafemi, 31 Obafemi Awolowo Wy, Ikeja, Lagos",2.5,2,"https://www.google.com/maps/place/HyeGate+Realtors/@6.5971378,3.340443,17z/data=!3m1!4b1!4m6!3m5!1s0x103b9324f2095531:0xb3a780d79112ecd1!8m2!3d6.5971378!4d3.340443!16s%2Fg%2F11j4mw07f_",real estate agents,"Ikeja, Lagos"
Kemllav Global Properties,0701 938 4356,"20,Adifase street,Bariga-Lagos., Bariga, Lagos",N/A,N/A,"https://www.google.com/maps/place/Kemllav+Global+Properties/@6.534477,3.386199,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d058575d19d:0x3e2816802932cd02!8m2!3d6.534477!4d3.386199!16s%2Fg%2F11f5bq_4h3",real estate agents,"Bariga, Lagos"
De Paragon Properties,0803 484 3248,"2, Tijani Ashogbon Street, Bariga, Lagos",3.0,1,"https://www.google.com/maps/place/De+Paragon+Properties/@6.5371615,3.3919609,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d10f8e11815:0xd7b82ec9840d6c27!8m2!3d6.5371615!4d3.3919609!16s%2Fg%2F119wpxrqk",real estate agents,"Bariga, Lagos"
Realtor,N/A,"24 Ayodeji Otegbola St, Bariga, Lagos 102216, Lagos",5.0,1,"https://www.google.com/maps/place/Realtor/@6.5455859,3.3857151,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8de90f5ef81b:0x61345ef5aaa1db8b!8m2!3d6.5455859!4d3.3857151!16s%2Fg%2F11jw5hxdc5",real estate agents,"Bariga, Lagos"
Forbina Apartments,0813 256 4468,"9 Oshipitan St, Somolu, Lagos 100235, Lagos",5.0,5,"https://www.google.com/maps/place/Forbina+Apartments/@6.5409092,3.3807616,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8de8e87b8615:0x10820c2dd068d95d!8m2!3d6.5409092!4d3.3807616!16s%2Fg%2F11x85z7n4s",real estate agents,"Bariga, Lagos"
LED Homes and Rental,0703 042 0397,"6 Buraimoh Alli St, Bariga, Lagos 100234, Lagos",N/A,N/A,"https://www.google.com/maps/place/LED+Homes+and+Rental/@6.5416609,3.3863957,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8df5155add7b:0xaee7944775c2c1cf!8m2!3d6.5416609!4d3.3863957!16s%2Fg%2F11q822ym8_",real estate agents,"Bariga, Lagos"
Miraculous Views Homes,0818 215 2152,"19 Market St, Somolu, Lagos 100231, Lagos",N/A,N/A,"https://www.google.com/maps/place/Miraculous+Views+Homes/@6.533814,3.3759151,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d05d7b14d01:0xa2cddcf552ff58d8!8m2!3d6.533814!4d3.3759151!16s%2Fg%2F11s2nv6j87",real estate agents,"Bariga, Lagos"
Sureconnect Properties Limited,0803 330 8749,"4 Ogunbekun St, Ishaga, Lagos 102216, Lagos",N/A,N/A,"https://www.google.com/maps/place/Sureconnect+Properties+Limited/@6.5396486,3.3827701,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8daad392d047:0xd196c9a8c4f06d4a!8m2!3d6.5396486!4d3.3827701!16s%2Fg%2F11f3_tp3mf",real estate agents,"Bariga, Lagos"
OBC properties,0706 527 0372,"Gbagada Rd, Gbagada, Lagos 102216, Lagos",N/A,N/A,"https://www.google.com/maps/place/OBC+properties/@6.5439056,3.3925135,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d3f9c3c361f:0xe3dde4c1436197ae!8m2!3d6.5439056!4d3.3925135!16s%2Fg%2F11xn796d7x",real estate agents,"Bariga, Lagos"
Backup Consult,0703 941 0802,"No. 30, Asani Street, Akoka Ilaje, Bariga, Lagos",4.8,5,"https://www.google.com/maps/place/Backup+Consult/@6.5337091,3.3884776,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d05477399af:0x6691ddc297d2ac!8m2!3d6.5337091!4d3.3884776!16s%2Fg%2F1hc15lts5",real estate agents,"Bariga, Lagos"
BASEBUILD NIGERIA LTD,0803 396 6180,"17, OGBERE STREET, OFF ILAJE ROAD, BARIGA, Ikeja 300001",N/A,N/A,"https://www.google.com/maps/place/BASEBUILD+NIGERIA+LTD/@6.5327366,3.385532,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d05b5fd0f1b:0x9a9097d514662cfa!8m2!3d6.5327366!4d3.385532!16s%2Fg%2F11c1tsqnh4",real estate agents,"Bariga, Lagos"
Realty Shopper,0915 630 2659,"G9QQ+P78, Akinola St, Somolu, Ikeja 102216, Lagos",N/A,N/A,"https://www.google.com/maps/place/Realty+Shopper/@6.5392958,3.3882148,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d47052cf5db:0xbc408ef8c59b109d!8m2!3d6.5392958!4d3.3882148!16s%2Fg%2F11rvlr42nb",real estate agents,"Bariga, Lagos"
Otis Royal Properties,0803 683 3525,"4 Jagun Molu St, Bariga, Lagos 100001, Lagos",N/A,N/A,"https://www.google.com/maps/place/Otis+Royal+Properties/@6.5377447,3.3923432,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d1161027447:0xc91a79bc06b1bac3!8m2!3d6.5377447!4d3.3923432!16s%2Fg%2F11b5phqk57",real estate agents,"Bariga, Lagos"
LaryKing Properties,0807 337 5281,"127 Ilaje Rd, Bariga, Lagos 102216, Lagos",5.0,1,"https://www.google.com/maps/place/LaryKing+Properties/@6.5273805,3.3989127,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8d67e4a95bc7:0x1deece211b3864af!8m2!3d6.5273805!4d3.3989127!16s%2Fg%2F11t2ly1fg8",real estate agents,"Bariga, Lagos"
Angelina Court,0818 127 1362,"3 Olawole Daudu, Off Kings Way Road, Ikoyi, Lagos",4.5,97,"https://www.google.com/maps/place/Angelina+Court/@6.4491462,3.4303374,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf4dab3b9a1a7:0xe5e586a63c32ee6d!8m2!3d6.4491462!4d3.4303374!16s%2Fg%2F11b6vlqh_n",real estate agents,"Ikoyi, Lagos"
Nicagon Properties,0813 758 4753,"FC3R+4J5, Reeve Rd, Ikoyi, Lagos 101233, Lagos",5.0,2,"https://www.google.com/maps/place/Nicagon+Properties/@6.4527675,3.4415996,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5338acbcb85:0x80af4f27897173af!8m2!3d6.4527675!4d3.4415996!16s%2Fg%2F11ny37v62t",real estate agents,"Ikoyi, Lagos"
M&B Real Estates,0703 808 3611,"Block 51 Flat, 1 Kosofe Rd, Dolphin Estate, Lagos 106104, Lagos",5.0,1,"https://www.google.com/maps/place/M%26B+Real+Estates/@6.457275,3.4112286,17z/data=!3m1!4b1!4m6!3m5!1s0x103bff8585838a13:0x200a8f2f748ef773!8m2!3d6.457275!4d3.4112286!16s%2Fg%2F11lkydcx6d",real estate agents,"Ikoyi, Lagos"
Allseven Realestate Investment Limited,0816 407 9179,"82A Isale Eko Ave, Dolphine Estate, Lagos 106104, Lagos",4.3,8,"https://www.google.com/maps/place/Allseven+Realestate+Investment+Limited/@6.4597361,3.4161432,17z/data=!3m1!4b1!4m6!3m5!1s0x103b923194063e85:0xcd42da142d5cb8c2!8m2!3d6.4597361!4d3.4161432!16s%2Fg%2F11hbr6mprc",real estate agents,"Ikoyi, Lagos"
Resourceful Properties,0803 473 8744,"55 Norman Williams St, Ikoyi, Lagos 106104, Lagos",3.0,1,"https://www.google.com/maps/place/Resourceful+Properties/@6.444025,3.4164069,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8b2b88b9325f:0x8f3de10dea20e746!8m2!3d6.444025!4d3.4164069!16s%2Fg%2F11dzdbxxw2",real estate agents,"Ikoyi, Lagos"
Shoreline Estate,0803 865 9631,"FC3X+5V5 Link Bridge, Shoreline Estate by Onikoyi Road, Lekki, Ikoyi, Lagos",4.5,207,"https://www.google.com/maps/place/Shoreline+Estate/@6.4571889,3.452919,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf52588ec5a07:0x5b3e8ca8ff559c54!8m2!3d6.4571889!4d3.452919!16s%2Fg%2F11h4ff85mq",real estate agents,"Ikoyi, Lagos"
Jamesy Empire,0816 619 7539,"5 Reeve Rd, Ikoyi, Lagos 100001, Lagos",4.9,7,"https://www.google.com/maps/place/Jamesy+Empire/@6.4528252,3.4412618,17z/data=!3m1!4b1!4m6!3m5!1s0x103beb8c73f3f517:0xb85a52964e518641!8m2!3d6.4528252!4d3.4412618!16s%2Fg%2F11rws5xryx",real estate agents,"Ikoyi, Lagos"
Mikland Homes | Real Estate Agency in Lagos,0803 544 4066,"84 Ozumba Mbadiwe Ave, Victoria Island, Lagos 101233, Lagos",5.0,1,"https://www.google.com/maps/place/Mikland+Homes+%7C+Real+Estate+Agency+in+Lagos/@6.4369269,3.4184096,17z/data=!3m1!4b1!4m6!3m5!1s0x103b8b955d8590a9:0xfe0577abc7dc649b!8m2!3d6.4369269!4d3.4184096!16s%2Fg%2F11rn7dzg4z",real estate agents,"Victoria Island, Lagos"
Broll Property Services,12701892,"1 Akin Adesola St, Victoria Island, Lagos 106104, Lagos",4.6,46,"https://www.google.com/maps/place/Broll+Property+Services/@6.423192,3.423567,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf52f53d103f1:0xafd3feb674a9d451!8m2!3d6.423192!4d3.423567!16s%2Fg%2F11cmzrm9fp",real estate agents,"Victoria Island, Lagos"
FCN homes,N/A,"CCHF+JGM local government area, Victoria Island, Lagos 106104, Lagos",5.0,1,"https://www.google.com/maps/place/FCN+homes/@6.4290982,3.4238032,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5d6fbf523d9:0x4b10db1f4a97bf57!8m2!3d6.4290982!4d3.4238032!16s%2Fg%2F11p5f_4d07",real estate agents,"Victoria Island, Lagos"
Antess Real Estate Company,0704 848 6327,"33b Akin Adesola St, beside Ocean Basket, Victoria Island, Lagos 100001, Lagos",5.0,2,"https://www.google.com/maps/place/Antess+Real+Estate+Company/@6.4251354,3.4239181,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf51677d69783:0x6cb625f27bff435e!8m2!3d6.4251354!4d3.4239181!16s%2Fg%2F11r6z_bk8_",real estate agents,"Victoria Island, Lagos"
Estate Link Ltd,0704 110 3015,"Plot 5 Yesuf Abiodun Way, Victoria Island, Lagos 106104, Lagos",4.0,2,"https://www.google.com/maps/place/Estate+Link+Ltd/@6.4280695,3.4219452,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf550784f6d45:0x94f6f261b8dd420b!8m2!3d6.4280695!4d3.4219452!16s%2Fg%2F11rc7nr1pk",real estate agents,"Victoria Island, Lagos"
Insular Realtors,0803 332 9983,"1673, Oyin Jolayemi Victoria Island Lagos NG, Off Karimu Kotun St, Victoria Island, Lagos 100265",5.0,1,"https://www.google.com/maps/place/Insular+Realtors/@6.4295972,3.4297735,17z/data=!3m1!4b1!4m6!3m5!1s0x103bf5c3330dcb95:0xc85133c32f375c1d!8m2!3d6.4295972!4d3.4297735!16s%2Fg%2F12hk83rx0",real estate agents,"Victoria Island, Lagos"
