Business Name,Phone Number,Address,Rating,Reviews,Website,Email,Google Maps Link,Business Type,Location
Dick's Last Resort - Dallas,+1 214-550-3071,"2211 N Lamar St, Dallas, TX 75201, United States",4.2,4.2 stars ,https://dickslastresort.com/locations/,james@gobestbiz.com,"https://www.google.com/maps/place/Dick's+Last+Resort+-+Dallas/@32.7848448,-96.8086605,17z/data=!3m1!4b1!4m6!3m5!1s0x864e993df5e8dc2d:0xab7f885a00ba7e74!8m2!3d32.7848448!4d-96.8086605!16s%2Fg%2F1tcw40jw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
The Biscuit Bar,+1 469-638-9390,"2550 Pacific Ave #150, Dallas, TX 75226, United States",4.2,4.2 stars ,https://thebiscuit.bar/,deepellum@thebiscuit.bar,"https://www.google.com/maps/place/The+Biscuit+Bar/@32.7849723,-96.788218,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9976fbb6eb1f:0xafebf72a11046bab!8m2!3d32.7849723!4d-96.788218!16s%2Fg%2F11fp3q526p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Campisi's,+1 214-752-0141,"1520 Elm St #111, Dallas, TX 75201, United States",4,4.0 stars ,https://www.campisis.us/,cater@campisis.us,"https://www.google.com/maps/place/Campisi's/@32.7813078,-96.7987,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9918a3354d6d:0xf50ce931b98f64df!8m2!3d32.7813078!4d-96.7987!16s%2Fg%2F1tdgvtc2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Elm Street Cask & Kitchen,+1 972-232-1728,"1525 Elm St, Dallas, TX 75201, United States",4.2,4.2 stars ,http://www.elmstreetcaskkitchen.com/?SEO_id=GMB--R-DALPAGI&y_source=1_MjY1ODkzNTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@elmstreetcaskkitchen.com,"https://www.google.com/maps/place/Elm+Street+Cask+%26+Kitchen/@32.7816852,-96.7988506,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99fb81ca5f6d:0x16b0eb691e6ecebb!8m2!3d32.7816852!4d-96.7988506!16s%2Fg%2F11gy67t1mj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Grimaldi's Pizzeria,+1 214-559-4611,"3636 McKinney Ave Ste. 190, Dallas, TX 75204, United States",4.2,4.2 stars ,https://www.grimaldispizzeria.com/locations/west-village/,mmoss@grimaldispizzeria.com,"https://www.google.com/maps/place/Grimaldi's+Pizzeria/@32.8070815,-96.7962335,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9ed48ca04a69:0xb820c2fba3e798aa!8m2!3d32.8070815!4d-96.7962335!16s%2Fg%2F1tzvwznq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Press Box Grill,+1 214-747-8226,"SW Corner of Elm and, 1623 Main Street, N Ervay St #101, Dallas, TX 75201, United States",4.2,4.2 stars ,https://www.pressboxgrill.com/,info@pressboxgrill.com,"https://www.google.com/maps/place/Press+Box+Grill/@32.781426,-96.7976757,17z/data=!3m1!4b1!4m6!3m5!1s0x864e991f537bdc0f:0x15dc3bfdaf58a33a!8m2!3d32.781426!4d-96.7976757!16s%2Fg%2F1tk6w9vt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Porta Di Roma,+1 844-536-2859,"1623 Main St Ste 104, Dallas, TX 75201, United States",4.1,4.1 stars ,http://portadiromarestaurant.com/,portadiroma08@yahoo.com,"https://www.google.com/maps/place/Porta+Di+Roma/@32.7811747,-96.7972896,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9918b31b0505:0xcdf596e42c2afcf4!8m2!3d32.7811747!4d-96.7972896!16s%2Fg%2F1tj1shm7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Villa Azur,+1 214-397-4176,"2440 Victory Park Ln, Dallas, TX 75219, United States",3.3,3.3 stars ,https://www.villaazurdallas.com/,DALWHFB@marriott.com,"https://www.google.com/maps/place/Villa+Azur/@32.7885132,-96.8088533,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99fb90bf3365:0x69ac2f7cf2bca1e1!8m2!3d32.7885132!4d-96.8088533!16s%2Fg%2F11mnn_3g4k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Caribbean Cabana,+1 972-945-7272,"920 S Harwood St, Dallas, TX 75201, United States",4,4.0 stars ,https://caribbeancabana.top/,info@caribbeancabana.top,"https://www.google.com/maps/place/Caribbean+Cabana/@32.77747,-96.7900856,17z/data=!3m1!4b1!4m6!3m5!1s0x864e98e17cec7f83:0xa4936a5cf064b8b!8m2!3d32.77747!4d-96.7900856!16s%2Fg%2F11c1xd4z8d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Carpe diem Kitchen & Cocktails,+1 469-235-1904,"214 N Akard St, Dallas, TX 75201, United States",4.2,4.2 stars ,https://carpekitchenandcocktails.com/?utm_source=google,carpekitchenandcocktails@gmail.com,"https://www.google.com/maps/place/Carpe+diem+Kitchen+%26+Cocktails/@32.7819705,-96.7997173,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9922787031f1:0x4ed1c1a5540a125a!8m2!3d32.7819705!4d-96.7997173!16s%2Fg%2F11y2h1hx2q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Food Restaurant,"Dallas, Usa"
Jams,+1 212-703-2007,"1414 6th Ave, New York, NY 10019, United States",4.2,4.2 stars ,https://www.1hotels.com/central-park/taste/jams?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,jams@1hotels.com,"https://www.google.com/maps/place/Jams/@40.7647749,-73.9766383,17z/data=!3m1!4b1!4m6!3m5!1s0x89c258f0b1c43247:0xefcaa5fa64ccc41c!8m2!3d40.7647749!4d-73.9766383!16s%2Fg%2F11bw1yvcxx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
Bar Firenze,+1 212-897-2897,"101 Liberty St 3rd Floor, New York, NY 10007, United States",4.1,4.1 stars ,https://www.eataly.com/us_en/stores/nyc-downtown,dt-guestrelations@eataly.com,"https://www.google.com/maps/place/Bar+Firenze/@40.7100647,-74.0119758,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25b97dcf0c8c3:0xeffd4145379df10c!8m2!3d40.7100647!4d-74.0119758!16s%2Fg%2F11c515z_rr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
Tick Tock Diner NY,+1 212-268-8444,"481 8th Ave, New York, NY 10001, United States",3.9,3.9 stars ,http://www.ticktockdinerny.com/,info@ticktockdinerny.com,"https://www.google.com/maps/place/Tick+Tock+Diner+NY/@40.75242,-73.993544,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259ade8c24b29:0x1861ff239422a8fb!8m2!3d40.75242!4d-73.993544!16s%2Fg%2F1vmr28y0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
La Mercerie,+1 212-852-9097,"53 Howard St, New York, NY 10013, United States",4.2,4.2 stars ,https://www.lamercerieny.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,events@lamercerieny.com,"https://www.google.com/maps/place/La+Mercerie/@40.7201478,-74.0021708,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2598a48226cdb:0x325867f2a2576952!8m2!3d40.7201478!4d-74.0021708!16s%2Fg%2F11hb5j36n3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
Cipriani Downtown,+1 212-343-0999,"376 W Broadway, New York, NY 10012, United States",4.1,4.1 stars ,https://www.cipriani.com/cipriani-downtown?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-downtown-nyc,downtown@cipriani.com,"https://www.google.com/maps/place/Cipriani+Downtown/@40.7235595,-74.0029556,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2598c70cb51ef:0x62a125ac8183295f!8m2!3d40.7235595!4d-74.0029556!16s%2Fg%2F1tf5fnx0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
maman,+1 646-882-8682,"211 W Broadway, New York, NY 10013, United States",4.3,4.3 stars ,https://mamannyc.com/locations/tribeca,marketing@mamannyc.com,"https://www.google.com/maps/place/maman/@40.7189578,-74.0062065,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2598aaa12797f:0x8ef90302032a0c4e!8m2!3d40.7189578!4d-74.0062065!16s%2Fg%2F11bxbr3mzh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
Malibu Farm,+1 917-979-4811,"89 South St, New York, NY 10038, United States",4.1,4.1 stars ,https://www.malibufarm.nyc/,info@malibufarm.nyc,"https://www.google.com/maps/place/Malibu+Farm/@40.705759,-74.001505,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25b8d7a2df20f:0x3bf4928ff4f223bc!8m2!3d40.705759!4d-74.001505!16s%2Fg%2F11fn1s3jjx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurant,"New York, Usa"
I Sodi,N/A,"314 Bleecker St, New York, NY 10014, United States",4.2,4.2 stars ,http://www.isodinyc.com/,info@isodinyc.com,"https://www.google.com/maps/place/I+Sodi/@40.7327893,-74.0040532,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259936081692b:0x56383ad400283e21!8m2!3d40.7327893!4d-74.0040532!16s%2Fg%2F1tmxxhq6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurants,"New York, Usa"
Jams,+1 212-703-2007,"1414 6th Ave, New York, NY 10019, United States",4.2,4.2 stars ,https://www.1hotels.com/central-park/taste/jams?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,jams@1hotels.com,"https://www.google.com/maps/place/Jams/@40.7647749,-73.9766383,17z/data=!3m1!4b1!4m6!3m5!1s0x89c258f0b1c43247:0xefcaa5fa64ccc41c!8m2!3d40.7647749!4d-73.9766383!16s%2Fg%2F11bw1yvcxx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurants,"New York, Usa"
Bar Firenze,+1 212-897-2897,"101 Liberty St 3rd Floor, New York, NY 10007, United States",4.1,4.1 stars ,https://www.eataly.com/us_en/stores/nyc-downtown,dt-guestrelations@eataly.com,"https://www.google.com/maps/place/Bar+Firenze/@40.7100647,-74.0119758,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25b97dcf0c8c3:0xeffd4145379df10c!8m2!3d40.7100647!4d-74.0119758!16s%2Fg%2F11c515z_rr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D",Restaurants,"New York, Usa"
