Business Name,Phone Number,Address,Rating,Reviews,Website,Email,Google Maps Link,Business Type,Location
"Briggs Freeman Sotheby's International Realty","+1 214-350-0400","3131 Turtle Creek Blvd 5th Floor, Dallas, TX 75219, United States","4.8","4.8 stars ","http://briggsfreeman.com/","info@briggsfreeman.com","https://www.google.com/maps/place/Briggs+Freeman+Sotheby's+International+Realty/@32.8063347,-96.804373,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9e604d447c67:0x3145c1695d38bc98!8m2!3d32.8063347!4d-96.804373!16s%2Fg%2F1vr3dl16?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"The Agency Dallas","+1 469-839-6020","8111 Preston Rd Suite 725, Dallas, TX 75225, United States","5.0","5.0 stars ","http://txrootsglobalre.com/","dallas@theagencyre.com","https://www.google.com/maps/place/The+Agency+Dallas/data=!4m7!3m6!1s0x864c41156a543d4b:0xf596dcd8c44cb272!8m2!3d32.8610236!4d-96.8044957!16s%2Fg%2F11ss8g52jz!19sChIJSz1UahVBTIYRcrJMxNjclvU?authuser=0&hl=en&rclk=1","real estate","Dallas, Usa"
"Alex Prins Real Estate Agent - Compass","+1 504-400-7822","5960 Berkshire Ln Suite 700, Dallas, TX 75225, United States","4.9","4.9 stars ","https://www.alexprinsrealestateagent.com/contact/","N/A","https://www.google.com/maps/place/Alex+Prins+Real+Estate+Agent+-+Compass/@32.8642196,-96.8102026,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9ecd12b8c10b:0xa6a705662118c8b7!8m2!3d32.8642196!4d-96.8102026!16s%2Fg%2F11b6gnqfp6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"DFW Urban Realty","+1 214-764-4124","2626 Cole Ave suit 300, Dallas, TX 75204, United States","4.7","4.7 stars ","https://www.dfwurbanrealty.com/","info@dfwurbanrealty.com","https://www.google.com/maps/place/DFW+Urban+Realty/@32.7998869,-96.8041986,17z/data=!3m1!4b1!4m6!3m5!1s0x864c25f4cba232b7:0x8d37fb7313d4d191!8m2!3d32.7998869!4d-96.8041986!16s%2Fg%2F11h4bxdfzk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Van Poole Properties Group, KELLER WILLIAMS Realty","+1 214-267-9222","18333 Preston Rd #100, Dallas, TX 75252, United States","4.9","4.9 stars ","http://www.vanpooleproperties.com/","N/A","https://www.google.com/maps/place/Van+Poole+Properties+Group,+KELLER+WILLIAMS+Realty/@33.0006992,-96.7974246,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2322380f8e73:0x1f86069649e398b1!8m2!3d33.0006992!4d-96.7974246!16s%2Fg%2F1tddsllr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"DLG REALTY ADVISORS | Dallas-Fort Worth Realtors","+1 972-804-6800","4131 N Central Expy Suite 975, Dallas, TX 75204, United States","5.0","5.0 stars ","https://dlgrealtyadvisors.com/","N/A","https://www.google.com/maps/place/DLG+REALTY+ADVISORS+%7C+Dallas-Fort+Worth+Realtors/@32.8148269,-96.7903176,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f10a0e0d699:0xa764e1b1643c6c38!8m2!3d32.8148269!4d-96.7903176!16s%2Fg%2F11fvfpn66j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Duncan Real Estate Co.","+1 469-205-6171","931 N Edgefield Ave, Dallas, TX 75208, United States","5.0","5.0 stars ","https://duncanrealestateco.com/?utm_source=gbp&utm_medium=organic","sarah@duncanrealestateco.com","https://www.google.com/maps/place/Duncan+Real+Estate+Co./@32.755056,-96.8429651,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9beeaffabd3b:0x32c0b6e84c9ad0c2!8m2!3d32.755056!4d-96.8429651!16s%2Fg%2F11qfnyyxpb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dustin Pitts, REALTOR® | Dallas Real Estate Agent","+1 214-253-0885","4131 N Central Expy Suite 964, Dallas, TX 75204, United States","5.0","5.0 stars ","https://dustinpitts.com/?utm_source=gmb&utm_medium=organic","dp@dustinpitts.com","https://www.google.com/maps/place/Dustin+Pitts,+REALTOR%C2%AE+%7C+Dallas+Real+Estate+Agent/@32.8148489,-96.7906023,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f458bf5490f:0xd8e14abf5aa379db!8m2!3d32.8148489!4d-96.7906023!16s%2Fg%2F11pwxd2mds?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Jamie Simpson & Tiya Nguyen, Dallas TX Real Estate Agents | Unlocking DFW Realty Team","+1 214-509-8094","N/A","5.0","5.0 stars ","https://www.unlocking-dfw.com/","jamie@unlocking-dfw.com","https://www.google.com/maps/place/Jamie+Simpson+%26+Tiya+Nguyen,+Dallas+TX+Real+Estate+Agents+%7C+Unlocking+DFW+Realty+Team/@32.7412686,-96.846758,9z/data=!3m1!4b1!4m6!3m5!1s0x864ea351cb9a5b71:0x7872d9c476e21b2e!8m2!3d32.7412686!4d-96.846758!16s%2Fg%2F11pr5gs_7s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Living in Dallas Texas Team","+1 214-225-6557","2919 Commerce St STE 250, Dallas, TX 75226, United States","4.8","4.8 stars ","https://www.livingindallastx.com/","INFO@LIVINGINDALLASTX.COM","https://www.google.com/maps/place/Living+in+Dallas+Texas+Team/@32.7838531,-96.7812309,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9958e18e2101:0x43ef1f5d8550fdd1!8m2!3d32.7838531!4d-96.7812309!16s%2Fg%2F11pb17ktml?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Eco Agent Realty International","+1 214-387-4924","220 Cumberland St, Dallas, TX 75203, United States","4.9","4.9 stars ","http://www.ecoagentrealtyinternational.com/","N/A","https://www.google.com/maps/place/Eco+Agent+Realty+International/@32.7432284,-96.82093,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fe0a54830b9:0x3da6b38768907e0b!8m2!3d32.7432284!4d-96.82093!16s%2Fg%2F11fxcgmqbp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Elite Living Realty","+1 214-506-0634","13155 Noel Rd Suit# 900, Dallas, TX 75240, United States","4.9","4.9 stars ","http://elitelivingrealty.com/","Info@EliteLivingRealty.com","https://www.google.com/maps/place/Elite+Living+Realty/data=!4m7!3m6!1s0x864c21b94ae4c117:0x3d60a8361eb519cb!8m2!3d32.9270565!4d-96.8186519!16s%2Fg%2F11fnbcj2gm!19sChIJF8HkSrkhTIYRyxm1HjaoYD0?authuser=0&hl=en&rclk=1","real estate","Dallas, Usa"
"VIP Realty","+1 214-295-4888","3010 Lyndon B Johnson Fwy #1200, Dallas, TX 75234, United States","4.7","4.7 stars ","http://www.viprealtyinfo.com/","N/A","https://www.google.com/maps/place/VIP+Realty/@32.9111209,-96.8775139,17z/data=!3m1!4b1!4m6!3m5!1s0x864c27750b5ee79b:0xd68c55f6468b6eb1!8m2!3d32.9111209!4d-96.8775139!16s%2Fg%2F1tdj4m2t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Skyline Realty Firm","+1 469-250-1999","4514 Cole Ave # 600, Dallas, TX 75205, United States","4.9","4.9 stars ","http://skylinerealtydallas.com/","N/A","https://www.google.com/maps/place/Skyline+Realty+Firm/@32.8218715,-96.7892409,17z/data=!3m1!4b1!4m6!3m5!1s0x864c2155e9e75531:0xd2bb6c8a9d0bcee9!8m2!3d32.8218715!4d-96.7892409!16s%2Fg%2F11cnd9qb3m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Marcus Ku, Dallas Realtor","+1 469-223-7839","5960 Berkshire Ln Suite 700, Dallas, TX 75225, United States","5.0","5.0 stars ","http://marcusku.com/","marcus.ku@compass.com","https://www.google.com/maps/place/Marcus+Ku,+Dallas+Realtor/@32.8642196,-96.8102026,17z/data=!3m1!4b1!4m6!3m5!1s0x864c23ca8642bd15:0xccfd69655c83a9f4!8m2!3d32.8642196!4d-96.8102026!16s%2Fg%2F11fwbn6zm0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Mysti Stewart Group, Real Estate Agents","+1 214-213-3537","6220 Gaston Ave #200, Dallas, TX 75214, United States","4.9","4.9 stars ","https://www.mystistewartgroup.com/","mystistewartgroup@compass.com","https://www.google.com/maps/place/Mysti+Stewart+Group,+Real+Estate+Agents/@32.811935,-96.7546646,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9eee55555555:0xba70e569924670db!8m2!3d32.811935!4d-96.7546646!16s%2Fg%2F11h4xhs6pg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Slater Real Estate Group | Dallas Best Realtor & Real Estate Advisors | Real Estate Agency","+1 214-226-7284","5960 Berkshire Ln Suite 700, Dallas, TX 75225, United States","5.0","5.0 stars ","https://www.compass.com/agents/Slater-Real-Estate-Group/","N/A","https://www.google.com/maps/place/Slater+Real+Estate+Group+%7C+Dallas+Best+Realtor+%26+Real+Estate+Advisors+%7C+Real+Estate+Agency/@32.8642196,-96.8102026,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9fca92246455:0xa24f3f3c4ffda75c!8m2!3d32.8642196!4d-96.8102026!16s%2Fg%2F11rn08j_tw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Keyra Ford | Best REALTOR® in Dallas","+1 469-826-7732","3800 Maple Ave #800, Dallas, TX 75219, United States","4.9","4.9 stars ","https://keyraford.com/","N/A","https://www.google.com/maps/place/Keyra+Ford+%7C+Best+REALTOR%C2%AE+in+Dallas/@32.8049904,-96.8144389,17z/data=!3m1!4b1!4m6!3m5!1s0x864e995b048b7aed:0x608a698003b9a4bb!8m2!3d32.8049904!4d-96.8144389!16s%2Fg%2F11jfphflrj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"The Nuncio Realty Group","+1 214-395-0669","4228 N Central Expy Suite 100, Dallas, TX 75206, United States","5.0","5.0 stars ","https://thenunciorealtygroup.com/?utm_source=gbp&utm_medium=organic","tony@paragonrealtors.com","https://www.google.com/maps/place/The+Nuncio+Realty+Group/data=!4m7!3m6!1s0x864e9f220eaf2747:0xaf52c6a9f659ad1d!8m2!3d32.8166626!4d-96.78801!16s%2Fg%2F11h0jpy_9!19sChIJRyevDiKfToYRHa1Z9qnGUq8?authuser=0&hl=en&rclk=1","real estate","Dallas, Usa"
"East Dallas Real Estate Group - Paragon Realtors - REALTOR®","+1 214-538-7575","4228 N Central Expy Suite 100, Dallas, TX 75206, United States","5.0","5.0 stars ","http://www.eastdallasrealestate.com/","N/A","https://www.google.com/maps/place/East+Dallas+Real+Estate+Group+-+Paragon+Realtors+-+REALTOR%C2%AE/@32.8164033,-96.7880465,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f77c7cd1727:0xbadc73c5837f87d0!8m2!3d32.8164033!4d-96.7880465!16s%2Fg%2F11fk08xln4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Abigail Davis REALTOR - Compass Dallas","+1 214-907-5618","5960 Berkshire Ln Suite 700, Dallas, TX 75225, United States","4.9","4.9 stars ","https://abigaildavisdfw.com/","N/A","https://www.google.com/maps/place/Abigail+Davis+REALTOR+-+Compass+Dallas/@32.8644055,-96.8099773,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99b5268f266b:0xabda9ba2e6b9f7cf!8m2!3d32.8644055!4d-96.8099773!16s%2Fg%2F11fkn4lp24?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"NetWorth Realty of Dallas, LLC","+1 214-373-9000","5014 McKinney Ave, Dallas, TX 75205, United States","4.8","4.8 stars ","http://www.networthrealtyusa.com/","N/A","https://www.google.com/maps/place/NetWorth+Realty+of+Dallas,+LLC/@32.8280514,-96.7838169,17z/data=!3m1!4b1!4m6!3m5!1s0x864c20d54f850eeb:0xbc30d6ef516456a0!8m2!3d32.8280514!4d-96.7838169!16s%2Fg%2F1tgm37_3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Chase Duran Dallas-Fort Worth Realtor","+1 214-621-9446","3838 Oak Lawn Ave Suite 500, Dallas, TX 75219, United States","5.0","5.0 stars ","https://chaseduran.com/","chase.duran@theagencyre.com","https://www.google.com/maps/place/Chase+Duran+Dallas-Fort+Worth+Realtor/@32.8147055,-96.8013513,17z/data=!3m1!4b1!4m6!3m5!1s0x864c3bb168326009:0xa1e406ec3c0e631d!8m2!3d32.8147055!4d-96.8013513!16s%2Fg%2F11sg77vt3p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"ULR Properties - Dallas","+1 214-233-6158","3102 Swiss Ave, Dallas, TX 75204, United States","5.0","5.0 stars ","https://urbanleasing.com/","N/A","https://www.google.com/maps/place/ULR+Properties+-+Dallas/@32.789475,-96.783971,17z/data=!3m1!4b1!4m6!3m5!1s0x864e9f2f4a455af5:0x5bbd7bc41356799c!8m2!3d32.789475!4d-96.783971!16s%2Fg%2F1td5xkt5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Dallas, TX Homes for Sale - Texas Real Estate","+1 214-991-4789","18333 Preston Rd #100, Dallas, TX 75252, United States","4.2","4.2 stars ","http://www.ricardomendiolarealestate.com/","RMendiola@kw.com","https://www.google.com/maps/place/Dallas,+TX+Homes+for+Sale+-+Texas+Real+Estate/@33.0014444,-96.7973824,17z/data=!3m1!4b1!4m6!3m5!1s0x864c23cbe16aaaab:0xbdf79d880d35c097!8m2!3d33.0014444!4d-96.7973824!16s%2Fg%2F11gmyx71qg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"DFWCityhomes","+1 214-207-0210","9243 Vinewood Dr, Dallas, TX 75228, United States","4.8","4.8 stars ","https://dfwcityhomes.com/","N/A","https://www.google.com/maps/place/DFWCityhomes/@32.8177703,-96.6943577,17z/data=!3m1!4b1!4m6!3m5!1s0x864ea164e7cd92eb:0xc697a1045dbcab1a!8m2!3d32.8177703!4d-96.6943577!16s%2Fg%2F1w112lsb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Iconic Real Estate","+1 214-295-2405","3111 Canton St #160, Dallas, TX 75226, United States","4.9","4.9 stars ","https://iconicres.com/?utm_source=gbp&utm_medium=organic","matt@iconicres.com","https://www.google.com/maps/place/Iconic+Real+Estate/@32.7835493,-96.7779257,17z/data=!3m1!4b1!4m6!3m5!1s0x864e99cf7956210b:0x7fe7c2ec646f07cd!8m2!3d32.7835493!4d-96.7779257!16s%2Fg%2F11gmg37j0l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Suzy Neal, Dallas Realtor","+1 214-997-4571","6220 Gaston Ave #200, Dallas, TX 75214, United States","5.0","5.0 stars ","https://suzyneal.com/","suzy.neal@compass.com","https://www.google.com/maps/place/Suzy+Neal,+Dallas+Realtor/@32.811935,-96.7546646,17z/data=!3m1!4b1!4m6!3m5!1s0x864c1f9946c1c15f:0xa853e19098595ace!8m2!3d32.811935!4d-96.7546646!16s%2Fg%2F11llxf4jv2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Jay Robbins, Robbins Real Estate Group","+1 214-225-6916","1920 McKinney Ave 7th Floor, Dallas, TX 75201, United States","4.8","4.8 stars ","https://teamrobbins.com/","N/A","https://www.google.com/maps/place/Jay+Robbins,+Robbins+Real+Estate+Group/@32.7901241,-96.8035094,17z/data=!3m1!4b1!4m6!3m5!1s0x864c211677a8ccb1:0xa1259c53fa6c85e3!8m2!3d32.7901241!4d-96.8035094!16s%2Fg%2F1263t68h8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"OnDemand Realty | Dallas","+1 214-766-5833","12225 Greenville Ave #110, Dallas, TX 75243, United States","4.8","4.8 stars ","http://www.ondemanddfw.com/","tyler@ondemanddfw.com","https://www.google.com/maps/place/OnDemand+Realty+%7C+Dallas/@32.9146073,-96.7458951,17z/data=!3m1!4b1!4m6!3m5!1s0x864c1f3e16a78209:0x7ef6a391bcc82919!8m2!3d32.9146073!4d-96.7458951!16s%2Fg%2F11rwwnh11z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"John D’Angelo Real Estate","+1 214-320-8816","6510 Abrams Rd #530, Dallas, TX 75231, United States","5.0","5.0 stars ","https://johndangeloinc.com/","N/A","https://www.google.com/maps/place/John+D%E2%80%99Angelo+Real+Estate/@32.863067,-96.7438491,17z/data=!3m1!4b1!4m6!3m5!1s0x864ea17335954725:0xd1e23bb7ff5deeeb!8m2!3d32.863067!4d-96.7438491!16s%2Fg%2F1tmqm5y0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Gulchuk Real Estate Dallas TX","+1 425-615-9270","2626 Cole Ave suit 300, Dallas, TX 75204, United States","5.0","5.0 stars ","https://www.gulchukhomes.com/","info@gulchukhomes.com","https://www.google.com/maps/place/Gulchuk+Real+Estate+Dallas+TX/@32.7999646,-96.8038686,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d2c4ea14f23:0x5fe6792b301f3a8!8m2!3d32.7999646!4d-96.8038686!16s%2Fg%2F11h3l2rb3_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Lucas Hunt Real Estate Group | North Texas Real Estate | Dallas Texas Realtor","+1 254-493-1458","N/A","4.8","4.8 stars ","https://listwithlucas.co/","N/A","https://www.google.com/maps/place/Lucas+Hunt+Real+Estate+Group+%7C+North+Texas+Real+Estate+%7C+Dallas+Texas+Realtor/@32.8185041,-96.7320961,11z/data=!3m1!4b1!4m6!3m5!1s0x8862952e1cfc67eb:0xa1fb1304f69a2a7b!8m2!3d32.818504!4d-96.7320961!16s%2Fg%2F11lcdv_1gx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Grace Realty Group, Texas Brokered by Fathom","+1 469-472-2344","196 W Davis St Suite 110, Dallas, TX 75208, United States","5.0","5.0 stars ","https://grace-realtygroup.com/","grg@grace-realtygroup.com","https://www.google.com/maps/place/Grace+Realty+Group,+Texas+Brokered+by+Fathom/@32.7492352,-96.8248543,17z/data=!3m1!4b1!4m6!3m5!1s0x864c15afbb766919:0x24d049df5e711e87!8m2!3d32.7492352!4d-96.8248543!16s%2Fg%2F11n0dx9y44?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
"Knox & Associates Real Estate Brokers","+1 972-342-0000","900 Jackson St, Dallas, TX 75202, United States","4.7","4.7 stars ","https://www.knoxre.com/","jeff.knox@knoxre.com","https://www.google.com/maps/place/Knox+%26+Associates+Real+Estate+Brokers/@32.7779227,-96.8032843,17z/data=!3m1!4b1!4m6!3m5!1s0x864e991766ad75e1:0xb17919f8c20330e3!8m2!3d32.7779227!4d-96.8032843!16s%2Fg%2F1thxwmsj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTExMi4wIKXMDSoASAFQAw%3D%3D","real estate","Dallas, Usa"
